Name,Date_of_Birth,Place_of_Birth,Date_of_Death,Place_of_Death,Name_of_Spouse,Date_of_Marriage,Date_of_Divorce,Number_of_Marriage,Number_of_Divorce,Number_of_Children,Marriages_End_in_Death,Date_of_Birth_Spouse,Place_of_Birth_Spouse,Date_of_Death_Spouse,Place_of_Death_Spouse,Number_of_Marriage_Spouse,Number_of_Divorce_Spouse,Number_of_Children_Spouse,First_Marriage,Sex,Age,Age_at_Marriage,Age_at_Divorce,Age_of_Spouse,Age_at_Marriage_Spouse,Age_at_Divorce_Spouse,Duration_of_Marriage,Age_Difference,Number_of_Roles,Profession,Spouse_is_Celebrity,Married,Divorced,Alive_or_Dead,Alive_or_Dead_Spouse,Latitude,Longitude,Latitude_Spouse,Longitude_Spouse,Distance
Taran Hourie Killam,1982-04-01,"Culver City, California, U.S.",,,Jacoba Francisca Maria Smulders,2012-01-01,,1.0,0.0,2.0,0.0,1982-04-03,"Vancouver, British Columbia, Canada",,,1.0,0.0,2.0,1,M,41.0,30.0,,41.0,30.0,,11.0,0.0,2,"actor/actress, comedians",1,1,0,0,0,34.0211224,-118.3964665,49.2827291,-123.1207375,1740.9179130733082
Val Edward Kilmer,1959-12-31,"Los Angeles, California, U.S.",,,Joanne Whalley​ ​,1988-01-01,1996-01-01,1.0,1.0,2.0,0.0,1961-08-25,"Salford, Lancashire, England",,,1.0,1.0,2.0,1,M,64.0,29.0,37.0,62.0,27.0,35.0,8.0,2.0,1,actor/actress,0,1,1,0,0,34.0549076,-118.242643,53.48752349999999,-2.2901264,8500.50813387709
Kevin Kilner,1958-05-03,"Baltimore, Maryland, U.S.",,,Jordan Baker ​,1998-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,65.0,40.0,,,,,25.0,,1,actor/actress,0,1,0,0,0,39.2903848,-76.6121893,,,
Lincoln Kilpatrick,1931-02-12,"St. Louis, Missouri, U.S.",2004-05-18,"Los Angeles, California, U.S.",Helen Ferguson Kilpatrick​ ​,1957-01-01,,1.0,0.0,5.0,0.0,,,,,,,,0,M,73.0,26.0,,,,,47.0,,1,actor/actress,0,1,0,1,0,38.6270025,-90.19940419999999,,,
"Robert Donald Kilpatrick, Jr.",1949-08-20,"Orange, Virginia, U.S.",,,Marylyn Martin​ ​,1973-01-01,1974-01-01,4.0,3.0,2.0,0.0,,,,,,,,0,M,74.0,24.0,25.0,,,,1.0,,1,actor/actress,0,1,1,0,0,38.2454106,-78.1108342,,,
Kim Dae-hyun,1968-08-04,"Busan, South Korea",,,Mia Rhee ​,1993-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,55.0,25.0,,,,,30.0,,1,actor/actress,0,1,0,0,0,35.2100142,129.0688702,,,
Charles Kimbrough,1936-05-23,"St. Paul, Minnesota, U.S.",2023-01-11,"Culver City, California, U.S.",Mary Jane Wilson​ ​,1961-01-01,1991-01-01,2.0,1.0,1.0,1.0,,,,,,,,0,M,87.0,25.0,55.0,,,,30.0,,1,actor/actress,0,1,1,1,0,44.9537029,-93.0899578,,,
Richard Bruce Kind,1956-11-22,"Trenton, New Jersey, U.S.",,,Dana Stanley​ ​,1999-01-01,2018-01-01,1.0,1.0,3.0,0.0,,,,,,,,0,M,67.0,43.0,62.0,,,,19.0,,1,actor/actress,0,1,1,0,0,40.2205824,-74.759717,,,
Benjamin King ,1971-11-08,"Los Angeles, California, US",,,Laura King ​,2004-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,52.0,33.0,,,,,19.0,,1,actor/actress,0,1,0,0,0,34.0549076,-118.242643,,,
Theodore William King,1965-10-01,"Hollywood, California, USA",,,Maya Rodwell ​,2008-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,58.0,43.0,,,,,15.0,,1,actor/actress,0,1,0,0,0,34.0928092,-118.3286614,,,
Wright Thornburgh King,1923-01-11,,2018-11-25,"Los Angeles, California, U.S.",June Ellen Roth King​ ​,1948-01-01,,1.0,0.0,3.0,1.0,,,,,,,,0,M,95.0,25.0,,,,,,,1,actor/actress,0,1,0,1,0,,,,,
Zalman King Lefkowitz,1941-05-23,"Trenton, New Jersey, U.S.",2012-02-03,"Santa Monica, California, U.S.",Patricia Louisianna Knop​ ​,1965-01-01,,1.0,1.0,2.0,0.0,1940-10-23,"Muskegon, Michigan, U.S.",2019-08-07,"Santa Monica, California, U.S.",1.0,0.0,2.0,1,M,71.0,24.0,,79.0,25.0,,47.0,1.0,1,actor/actress,0,1,1,1,1,40.2205824,-74.759717,43.2341813,-86.24839209999999,1009.5648341774723
Henry Kingi,1943-12-02,"Los Angeles, California, U.S.",,,Eilene Frances Davis ​ ​,1966-01-01,1980-01-01,2.0,2.0,4.0,0.0,,,,,,,,0,M,80.0,23.0,37.0,,,,14.0,,1,actor/actress,0,1,1,0,0,34.0549076,-118.242643,,,
Gregory Buck Kinnear,1963-06-17,"Logansport, Indiana, U.S.",,,Helen Labdon ​,1999-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,60.0,36.0,,,,,24.0,,1,actor/actress,0,1,0,0,0,40.7544843,-86.3566659,,,
Terry Kinney,1954-01-29,"Lincoln, Illinois, U.S.",,,Elizabeth Ann Perkins,1984-01-01,1988-01-01,2.0,2.0,2.0,0.0,1960-11-18,"Queens, New York, U.S.",,,2.0,1.0,1.0,1,M,69.0,30.0,34.0,63.0,24.0,28.0,4.0,6.0,1,actor/actress,1,1,1,0,0,40.1483768,-89.3648183,40.7282239,-73.7948516,1317.550093264383
Leonid Kinskey,1903-04-18,"St. Petersburg, Russian Empire",1998-09-08,"Fountain Hills, Arizona, U.S.",Josephine Tankus,1930-01-01,,3.0,0.0,,2.0,,,,,,,,0,M,95.0,27.0,,,,,,,1,actor/actress,0,1,0,1,0,59.9310584,30.3609097,,,
Arthur Lee Kinsolving Jr.,1938-08-30,"Boston, Massachusetts, U.S.",1974-12-04,"Palm Beach, Florida, U.S.",Lillian B. Crawford​ ​,1969-01-01,1972-01-01,1.0,1.0,,0.0,,,,,,,,0,M,36.0,31.0,34.0,,,,3.0,,1,actor/actress,0,1,1,1,0,42.3600825,-71.0588801,,,
Bruno Giovanni Quidaciolu,1925-04-28,"New York City, U.S.",2021-01-24,"Los Angeles, California, U.S.",Lucille Garibaldi​ ​,1948-01-01,1973-01-01,2.0,1.0,2.0,0.0,,,,,,,,0,M,96.0,23.0,48.0,,,,25.0,,1,actor/actress,0,1,1,1,0,40.7127753,-74.0059728,,,
Bruno Giovanni Quidaciolu Jr.,1949-04-28,"New York City, U.S.",2006-08-14,"Los Angeles, California, U.S.",Lynn Sellers ​,2003-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,57.0,54.0,,,,,3.0,,1,actor/actress,0,1,0,1,0,40.7127753,-74.0059728,,,
William Alexander Kirkland,1901-09-15,"Mexico City, Mexico",1986-01-01,United States,Rose Louise Hovick,1942-01-01,1944-01-01,3.0,2.0,,1.0,1911-01-08,"Seattle, Washington, U.S.",1970-04-26,"Los Angeles, California, U.S.",3.0,3.0,2.0,0,M,85.0,41.0,43.0,59.0,31.0,33.0,2.0,10.0,1,actor/actress,1,1,1,1,1,19.4326077,-99.133208,47.6061389,-122.3328481,3768.4115493741383
James Kirkwood Sr.,1876-02-22,"Grand Rapids, Michigan, U.S.",1963-08-24,"Woodland Hills, California, U.S.",Gertrude Robinson​ ​,1916-01-01,1923-01-01,4.0,4.0,4.0,0.0,1890-10-07,"New York City, U.S.",1962-03-19,"Hollywood, California, U.S.",1.0,1.0,1.0,0,M,87.0,40.0,47.0,72.0,26.0,33.0,7.0,14.0,1,actor/actress,0,1,1,1,1,42.9633599,-85.6680863,40.7127753,-74.0059728,997.0950380512538
Terry Kiser,1939-08-01,"Elmhurst, Illinois, US",,,Sylvie Marmet​ ​,1987-01-01,2004-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,84.0,48.0,65.0,,,,17.0,,1,actor/actress,0,1,1,0,0,41.8994744,-87.9403418,,,
Martin Klebba,1969-06-23,"Troy, Michigan, U.S.",,,Michelle Dilgard ​,2011-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,54.0,42.0,,,,,12.0,,1,actor/actress,0,1,0,0,0,42.6064095,-83.1497751,,,
Frederick Christopher Klein,1979-03-14,"Hinsdale, Illinois, U.S.",,,Laina Rose Thyfault ​,2015-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,44.0,36.0,,,,,8.0,,1,actor/actress,0,1,0,0,0,41.8008642,-87.9370052,,,
Werner Klemperer,1920-03-22,"Cologne, Germany",2000-12-06,"New York City, U.S.",Susan Dempsay​ ​,1959-01-01,1968-01-01,3.0,2.0,2.0,0.0,,,,,,,,0,M,80.0,39.0,48.0,,,,9.0,,1,actor/actress,0,1,1,1,0,50.937531,6.9602786,,,
Kevin Delaney Kline,1947-10-24,"St. Louis, Missouri, U.S.",,,Phoebe Belle Cates,1989-01-01,,1.0,0.0,,0.0,1963-07-16,"New York City, U.S.",,,1.0,0.0,,1,M,76.0,42.0,,60.0,26.0,,34.0,16.0,1,actor/actress,1,1,0,0,0,38.6270025,-90.19940419999999,40.7127753,-74.0059728,1403.1833244090246
Jack Klugman,1922-04-27,"Philadelphia, Pennsylvania, U.S.",2012-12-24,"Los Angeles, California, U.S.",Audrey Dawn Johnston,1953-01-01,1977-01-01,2.0,1.0,2.0,0.0,1924-07-11,"Miramichi, New Brunswick,",2007-09-15,"Westport, Connecticut, U.S.",2.0,2.0,3.0,0,M,90.0,31.0,55.0,83.0,29.0,53.0,24.0,2.0,1,actor/actress,1,1,1,1,1,39.9525839,-75.1652215,47.0295709,-65.50590609999999,1105.8425322273135
Robert Lyle Knepper,1959-07-08,"Fremont, Ohio, U.S.",,,Tory Herald​ ​,2005-01-01,2009-01-01,2.0,1.0,1.0,0.0,,,,,,,,0,M,64.0,46.0,50.0,,,,4.0,,1,actor/actress,0,1,1,0,0,41.3503303,-83.1218634,,,
Robert Craig Knievel,1938-10-17,"Butte, Montana, U.S.",2007-11-30,"Clearwater, Florida, U.S.",Linda Joan Bork​ ​,1959-01-01,1997-01-01,2.0,2.0,4.0,0.0,,,,,,,,0,M,69.0,21.0,59.0,,,,38.0,,1,actor/actress,0,1,1,1,0,46.0038232,-112.5347776,,,
Christopher Anton Knight,1957-11-07,"New York City, U.S.",,,Julie Schulman​ ​,1989-01-01,1992-01-01,4.0,3.0,,0.0,,,,,,,,0,M,66.0,32.0,35.0,,,,3.0,,1,actor/actress,0,1,1,0,0,40.7127753,-74.0059728,,,
William Felix Knight,1908-11-01,"Macon, Georgia, U.S.",1998-06-18,"The Bronx, New York, U.S.",Alice Moore​ ​,1935-01-01,1939-01-01,2.0,1.0,1.0,0.0,,,,,,,,0,M,90.0,27.0,31.0,,,,4.0,,1,actor/actress,0,1,1,1,0,32.8406946,-83.6324022,,,
Michael Edward Knight,1959-05-07,"Princeton, New Jersey, U.S.",,,Catherine Hickland​ ​,1992-01-01,2006-01-01,1.0,1.0,,0.0,1956-02-11,"Fort Lauderdale, Florida, U.S.",,,4.0,3.0,,0,M,64.0,33.0,47.0,67.0,36.0,50.0,14.0,3.0,1,actor/actress,0,1,1,0,0,40.3572976,-74.6672226,26.1224386,-80.13731740000001,1661.65059168314
Tadeusz Wladyslaw Konopka,1923-12-07,"Terryville, Connecticut, U.S.",1986-08-26,"Los Angeles, California, U.S.",Dorothy Smith ​,1948-01-01,,1.0,0.0,3.0,0.0,,,,,,,,0,M,63.0,25.0,,,,,38.0,,1,actor/actress,0,1,0,1,0,41.6781533,-73.01093929999999,,,
Wayne Elliot Knight,1955-08-07,"New York City, U.S.",,,Paula Sutor​ ​,1996-01-01,2003-01-01,2.0,1.0,1.0,0.0,,,,,,,,0,M,68.0,41.0,48.0,,,,7.0,,1,actor/actress,0,1,1,0,0,40.7127753,-74.0059728,,,
Zachary Andrew Knighton,1978-10-25,"Alexandria, Virginia, U.S.",,,Hang Knighton​ ​,2008-01-01,2015-01-01,2.0,1.0,3.0,0.0,,,,,,,,0,M,45.0,30.0,37.0,,,,7.0,,1,actor/actress,0,1,1,0,0,38.8048355,-77.0469214,,,
Jesse Donald Knotts,1924-07-21,"Morgantown, West Virginia, U.S.",2006-02-24,"Los Angeles, California",Kathryn Metz​ ​,1947-01-01,1964-01-01,3.0,2.0,2.0,0.0,,,,,,,,0,M,82.0,23.0,40.0,,,,17.0,,2,"actor/actress, comedians",0,1,1,1,0,39.629526,-79.95589679999999,,,
Philip John Clapp,1971-03-11,"Knoxville, Tennessee, U.S.",,,Melanie Cates​ ​,1995-01-01,2008-01-01,2.0,2.0,3.0,0.0,,,,,,,,0,M,52.0,24.0,37.0,,,,13.0,,1,actor/actress,0,1,1,0,0,35.9606384,-83.9207392,,,
Andrew Kober,1984-02-20,,,,Farra Kober ​,2012-01-01,,1.0,0.0,2.0,0.0,,,,,1.0,0.0,1.0,1,M,39.0,28.0,,,,,11.0,,1,actor/actress,0,1,0,0,0,,,,,
Boris Frederic Cecil Tay-Natey Ofuatey-Kodjoe,1973-03-08,"Vienna, Austria",,,Nicole Ari Parker ​,2005-01-01,,1.0,0.0,2.0,0.0,1970-10-07,"Baltimore, Maryland, U.S.",,,1.0,0.0,2.0,1,M,50.0,32.0,,53.0,35.0,,18.0,3.0,1,actor/actress,0,1,0,0,0,48.2081743,16.3738189,39.2903848,-76.6121893,7067.511968040253
David Michael Koechner,1962-08-24,"Tipton, Missouri, U.S.",,,Leigh Koechner​ ​,1998-01-01,2020-01-01,1.0,1.0,5.0,0.0,,,,,,,,0,M,61.0,36.0,58.0,,,,22.0,,2,"actor/actress, comedians",0,1,1,0,0,38.655578,-92.7799153,,,
Clarence William Kolb,1874-07-31,"Cleveland, Ohio, U.S.",1964-11-25,"Hollywood, California, U.S.",May Cloy ​,1915-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,90.0,41.0,,,,,49.0,,1,actor/actress,0,1,0,1,0,41.49932,-81.6943605,,,
Benjamin Koldyke,1968-03-27,"Chicago, Illinois, US",,,Margaret Cassidy Lawson,2015-01-01,2017-01-01,1.0,1.0,,0.0,1980-08-12,"Louisville, Kentucky, U.S.",,,1.0,1.0,,1,M,55.0,47.0,49.0,43.0,35.0,37.0,2.0,12.0,1,actor/actress,1,1,1,0,0,41.8781136,-87.6297982,38.2526647,-85.7584557,433.4141327232165
Walter Scott Kolk,1905-05-16,"Baltimore, Maryland, U.S.",1993-12-01,"Canton, Maine, U.S.",Azadia Newman​ ​,1938-01-01,1943-01-01,1.0,1.0,,0.0,,,,,,,,0,M,88.0,33.0,38.0,,,,5.0,,1,actor/actress,0,1,1,1,0,39.2903848,-76.6121893,,,
Richard Tompkins Kollmar,1910-12-31,,1971-01-07,"New York City, U.S.",Dorothy Mae Kilgallen,1940-01-01,,2.0,0.0,3.0,1.0,1913-07-03,"Chicago, Illinois, U.S.",1965-11-08,"New York City, U.S.",1.0,0.0,3.0,1,M,61.0,30.0,,52.0,27.0,,25.0,3.0,1,actor/actress,0,1,0,1,1,,,41.8781136,-87.6297982,
Arnold Peter Kirsch-Korff,1870-08-02,"Vienna, Austria",1944-06-02,"New York City, U.S.",Annie Bauer​ ​,1915-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,74.0,45.0,,,,,29.0,,1,actor/actress,0,1,0,1,0,48.2081743,16.3738189,,,
Harvey Herschel Korman,1927-02-15,"Chicago, Illinois, U.S.",2008-05-29,"Los Angeles, California, U.S.",Donna Ehlert​ ​,1960-01-01,1977-01-01,2.0,1.0,4.0,0.0,,,,,,,,0,M,81.0,33.0,50.0,,,,17.0,,1,actor/actress,0,1,1,1,0,41.8781136,-87.6297982,,,
Géza Karpathi,1907-11-21,"Pöstyén, Austria-Hungary (now Piešťany, Slovakia)",1998-06-18,"New York City, U.S.",Helena Maria Fredricks​ ​,1945-01-01,1955-01-01,2.0,1.0,2.0,1.0,,,,,,,,0,M,91.0,38.0,48.0,,,,10.0,,1,actor/actress,0,1,1,1,0,48.5917973,17.827155,,,
Nicolaie Yoshkin,1904-03-24,"Barkotzen, Province of Pomerania, German Empire (now Barkocin, Pomeranian Voivodeship, Poland)",1994-01-15,"Santa Monica, California, U.S.",Eleonore von Mendelssohn​ ​,1947-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,90.0,43.0,,,,,47.0,,1,actor/actress,0,1,0,1,0,54.15061679999999,17.2058109,,,
小杉 正一 ,1948-06-17,"Minato, Tokyo, Japan",,,Shook Gim Chan​ ​,1973-01-01,2009-01-01,1.0,1.0,3.0,0.0,,,,,,,,0,M,75.0,25.0,61.0,,,,36.0,,1,actor/actress,0,1,1,0,0,35.65808130000001,139.7515077,,,
Troy Michael Kotsur,1968-07-24,"Mesa, Arizona, U.S.",,,Deanne Bray ​,2001-01-01,,1.0,1.0,1.0,0.0,1971-05-14,"Canoga Park, Los Angeles, California, United States",,,1.0,0.0,1.0,1,M,55.0,33.0,,52.0,30.0,,22.0,3.0,1,actor/actress,0,1,1,0,0,33.4151843,-111.8314724,34.208254,-118.6058609,631.9348741001551
Frederick Samuel Kotto,1939-11-15,"New York City, U.S.",2021-03-15,"Manila, Philippines",Rita Ingried,1959-01-01,1976-01-01,3.0,2.0,6.0,0.0,,,,,,,,0,M,82.0,20.0,37.0,,,,17.0,,1,actor/actress,0,1,1,1,0,40.7127753,-74.0059728,,,
Francis Elliott Kranz,1981-07-13,"Los Angeles, California, U.S.",,,Spencer Margaret Richmond​ ​,2015-01-01,2021-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,42.0,34.0,40.0,,,,6.0,,2,"actor/actress, comedians",0,1,1,0,0,34.0549076,-118.242643,,,
John Burke Krasinski,1979-10-20,"Boston, Massachusetts, U.S.",,,Emily Olivia Laura Blunt,2010-01-01,,1.0,0.0,2.0,0.0,1983-02-23,"London, England",,,1.0,0.0,2.0,1,M,44.0,31.0,,40.0,27.0,,13.0,4.0,1,actor/actress,0,1,0,0,0,42.3600825,-71.0588801,51.5072178,-0.1275862,5264.189298900217
Brian Jeffrey Krause,1969-02-01,"El Toro, California, United States",,,Beth Bruce ​,1996-01-01,2000-01-01,1.0,1.0,1.0,0.0,,,,,,,,0,M,54.0,27.0,31.0,,,,4.0,,1,actor/actress,0,1,1,0,0,33.6469437,-117.6861023,,,
Leonard Albert Kravitz,1964-05-26,"New York City, U.S.",,,Lisa Michelle Bonet,1987-01-01,1993-01-01,1.0,1.0,1.0,0.0,1967-11-16,"San Francisco, California, U.S.",,,2.0,2.0,3.0,0,M,59.0,23.0,29.0,56.0,20.0,26.0,6.0,3.0,1,actor/actress,1,1,1,0,0,40.7127753,-74.0059728,37.7749295,-122.4194155,4129.089118305205
Nathan Karl Kress,1992-11-18,"Glendale, California, U.S.",,,London Elise Moore ​,2015-01-01,,1.0,0.0,3.0,0.0,1992-11-02,"Texas, U.S.",,,1.0,0.0,3.0,1,M,31.0,23.0,,31.0,23.0,,8.0,0.0,1,actor/actress,0,1,0,0,0,34.1425078,-118.255075,31.9685988,-99.9018131,1725.0676354151628
Nicholas Kroll,1978-06-05,"Rye, New York, U.S.",,,Lily Kwong ​,2020-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,45.0,42.0,,,,,3.0,,2,"actor/actress, comedians",0,1,0,0,0,40.9806535,-73.68373989999999,,,
Otto Kruger,1885-09-06,"Toledo, Ohio, U.S.",1974-09-06,"Woodland Hills, California, U.S.",Sue Kruger,1920-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,89.0,35.0,,,,,54.0,,1,actor/actress,0,1,0,1,0,41.6528052,-83.5378674,,,
David Krumholtz,1978-05-15,,,,Vanessa Britting ​,2010-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,45.0,32.0,,,,,13.0,,2,"actor/actress, comedians",0,1,0,0,0,,,,,
Theodore Matthew Michael Kuhn Jr.,1932-09-21,"Waukegan, Illinois, U.S.",2022-11-20,"Naples, Florida, U.S.",Jean Marie Hannick​ ​,1956-01-01,1962-01-01,5.0,4.0,2.0,0.0,,,,,,,,0,M,90.0,24.0,30.0,,,,6.0,,1,actor/actress,0,1,1,1,0,42.3636331,-87.84479379999999,,,
Stephen Kunken,1971-04-30,,,,Jenn Thompson ​,2005-01-01,,1.0,0.0,1.0,0.0,,,,,,,,0,M,52.0,34.0,,,,,18.0,,1,actor/actress,0,1,0,0,0,,,,,
Wallace Kurth,1958-07-31,"Billings, Montana, U.S.",,,Cynthia Ettinger​ ​,1990-01-01,1993-01-01,3.0,2.0,3.0,0.0,,,,,,,,0,M,65.0,32.0,35.0,,,,3.0,,1,actor/actress,0,1,1,0,0,45.7832856,-108.5006904,,,
Clyde Kusatsu,1948-09-13,"Honolulu, Territory of Hawaii,",,,Gayle Kusatsu ​,1976-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,75.0,28.0,,,,,47.0,,1,actor/actress,0,1,0,0,0,21.3098845,-157.8581401,,,
Lee Ji-hoon,1975-12-13,"Seoul, South Korea",,,Jamee Mae Berg ​,2015-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,48.0,40.0,,,,,8.0,,4,"musician, writers, actor/actress, singer",0,1,0,0,0,37.5518911,126.9917937,,,
Roderick Ross La Rocque,1898-11-29,"Chicago, Illinois, U.S.",1969-10-15,"Beverly Hills, California, U.S.",Vilma Bánky ​,1927-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,71.0,29.0,,,,,42.0,,1,actor/actress,0,1,0,1,0,41.8781136,-87.6297982,,,
Gaspare Biondolillo,1902-05-03,"New York City, U.S.",1984-01-11,"Santa Monica, California, U.S.",Constance Deighton Simpson​ ​,1938-01-01,1946-01-01,3.0,3.0,,0.0,,,,,,,,0,M,82.0,36.0,44.0,,,,8.0,,1,actor/actress,0,1,1,1,0,40.7127753,-74.0059728,,,
Matthew Charles Labyorteaux,1966-12-08,"Los Angeles, California, U.S.",,,Leslie Labyorteaux​ ​,2020-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,57.0,54.0,,,,,3.0,,1,actor/actress,0,1,0,0,0,34.0549076,-118.242643,,,
Patrick Francis Labyorteaux,1965-07-22,"Los Angeles, California, U.S.",,,Tina Albanese ​,1998-01-01,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,1,M,58.0,33.0,,,,,25.0,,1,actor/actress,0,1,0,0,0,34.0549076,-118.242643,,,
Nicholas Scott Lachey,1973-11-09,"Harlan, Kentucky, U.S.",,,Jessica Ann Simpson,2002-01-01,2006-01-01,2.0,1.0,3.0,0.0,1980-07-10,"Abilene, Texas, U.S.",,,2.0,1.0,3.0,0,M,50.0,29.0,33.0,43.0,22.0,26.0,4.0,7.0,1,actor/actress,1,1,1,0,0,36.8431441,-83.321848,32.4487364,-99.73314390000002,1576.352260914088
Jake Lacy,1985-02-14,"Greenfield, Massachusetts, U.S.",,,Lauren Deleo ​,2015-01-01,,1.0,0.0,2.0,0.0,,,,,,,,0,M,38.0,30.0,,,,,8.0,,1,actor/actress,0,1,0,0,0,42.587915,-72.5994104,,,
Jerry Lacy,1936-03-27,"Sioux City, Iowa",,,Julia Margaret Hinds,1984-01-01,,1.0,0.0,2.0,0.0,1951-06-27,"Minneapolis, Minnesota, U.S.",,,1.0,0.0,2.0,1,M,87.0,48.0,,72.0,33.0,,39.0,15.0,1,actor/actress,1,1,0,0,0,42.4963416,-96.40494079999999,44.977753,-93.2650108,373.7969990499728
Alan Walbridge Ladd,1913-09-03,"Hot Springs, Arkansas, U.S.",1964-01-29,"Palm Springs, California, U.S.",Marjorie Jane Harrold​ ​,1936-01-01,1941-01-01,2.0,1.0,3.0,0.0,,,,,,,,0,M,51.0,23.0,28.0,,,,5.0,,1,actor/actress,0,1,1,1,0,34.5077615,-93.05460029999999,,,
David Alan Ladd,1947-02-05,"Los Angeles, California, U.S.",,,Louise Hendricks​ ​,1971-01-01,1972-01-01,4.0,3.0,2.0,0.0,,,,,,,,0,M,76.0,24.0,25.0,,,,1.0,,1,actor/actress,0,1,1,0,0,34.0549076,-118.242643,,,
James Martin Lafferty,1985-07-25,"Hemet, California, U.S.",,,Alexandra Park ​,2022-01-01,,1.0,0.0,,0.0,,"Sydney, Australia",,,1.0,0.0,,1,M,38.0,37.0,,,,,1.0,,1,actor/actress,0,1,0,0,0,33.7475203,-116.9719684,-33.8688197,151.2092955,12160.308831181774
Irving Lahrheim,1895-08-13,"New York City, U.S.",1967-12-04,"New York City, U.S.",Mercedes Delpino​ ​,1929-01-01,1939-01-01,2.0,1.0,3.0,0.0,1898-02-19,"San Juan, Puerto Rico",1965-05-12,"Tucson, Arizona, US",1.0,1.0,,0,M,72.0,34.0,44.0,67.0,31.0,41.0,10.0,3.0,2,"actor/actress, comedians",0,1,1,1,1,40.7127753,-74.0059728,18.4670588,-66.1184593,2585.672108683426
Arthur Silverlake Jr.,1905-04-17,"Corbin, Kentucky, U.S.",1987-01-09,"Indian Wells, California, U.S.",Patricia Douras Van Cleve,1937-01-01,,1.0,0.0,2.0,0.0,1919-06-08,"near Paris, France",1993-10-03,"Rancho Mirage, California, U.S.",1.0,0.0,2.0,1,M,82.0,32.0,,74.0,18.0,,50.0,14.0,1,actor/actress,1,1,0,1,1,36.9486986,-84.0968761,48.856614,2.3522219,6779.800566136951
Fernando Álvaro Lamas y de Santos,1915-01-09,"Buenos Aires, Argentina",1982-10-08,"Los Angeles, California, U.S.",Perla Mux​ ​,1940-01-01,1944-01-01,4.0,3.0,3.0,0.0,,,,,,,,0,M,67.0,25.0,29.0,,,,4.0,,1,actor/actress,0,1,1,1,0,-34.6036844,-58.3815591,,,
Lorenzo Fernando Lamas,1958-01-20,"Santa Monica, California, U.S.",,,Victoria Hilbert​ ​,1981-01-01,1982-01-01,5.0,5.0,6.0,0.0,,,,,,,,0,M,65.0,23.0,24.0,,,,1.0,,1,actor/actress,0,1,1,0,0,34.0194543,-118.4911912,,,
Christophe Guy Denis Lambert,1957-03-29,"Great Neck, New York, U.S.",,,Diane Colleen Lane,1988-01-01,1994-01-01,2.0,2.0,1.0,0.0,1965-01-22,"New York City, U.S.",,,2.0,2.0,1.0,0,M,66.0,31.0,37.0,58.0,23.0,29.0,6.0,8.0,1,actor/actress,1,1,1,0,0,40.8006567,-73.7284647,40.7127753,-74.0059728,25.334630471606957
John Thomas Lambert,1920-04-13,"Yonkers, New York, U.S.",2002-02-18,"Carmel, California, U.S.",Frances Dalton ​,,,2.0,1.0,1.0,0.0,,,,,,,,0,M,82.0,,,,,,,,1,actor/actress,0,1,1,1,0,40.9312099,-73.89874689999999,,,
Burton Stephen Lancaster,1913-11-02,"New York City, New York, US",1994-10-20,"Los Angeles, California, US",June Ernst​ ​,1935-01-01,1946-01-01,3.0,2.0,5.0,0.0,,,,,,,,0,M,81.0,22.0,33.0,,,,11.0,,1,actor/actress,0,1,1,1,0,40.7127753,-74.0059728,,,
Stuart Gage Lancaster,1920-11-30,"Evanston, Illinois, U.S.",2000-12-22,"Los Angeles, California, U.S.",Martha Ann Rhubottom​ ​,1944-01-01,1947-01-01,3.0,2.0,,0.0,,,,,,,,0,M,80.0,24.0,27.0,,,,3.0,,1,actor/actress,0,1,1,1,0,42.0450722,-87.68769689999999,,,
David H. Magee,1879-03-09,"Philadelphia, Pennsylvania, U.S.",1935-09-20,"Hollywood, California, U.S.",Sarah Frances Newhall​ ​,1903-01-01,,1.0,0.0,,0.0,,,,,,,,0,M,56.0,24.0,,,,,32.0,,1,actor/actress,0,1,0,1,0,39.9525839,-75.1652215,,,
